journal,title,abstract,doi,authors,publication_date,year,type,cited_by_count,openalex_id,url,country,FID,sentiment,score
Science,Science suffers as China’s internet censors plug holes in Great Firewall,,https://doi.org/10.1126/science.aap8270,Dennis Normile,2017-08-30,2017,article,5,https://openalex.org/W2753800439,https://openalex.org/W2753800439,China,495,negative,0.95
Science,Science suffers as China plugs holes in Great Firewall,New restrictions hamper access to sites useful for research.,https://doi.org/10.1126/science.357.6354.856,Dennis Normile,2017-08-31,2017,article,8,https://openalex.org/W2752524754,https://openalex.org/W2752524754,China,496,negative,0.95
Science,Carbon footprint of China's belt and road,"Spatio-temporal evolution of green innovation network and its multidimensional proximity analysis: Empirical evidence from China,",https://doi.org/10.1126/science.aao6621,Ning Zhang; Zhu Liu; Xuemei Zheng; Jinjun Xue,2017-09-14,2017,article,164,https://openalex.org/W2754857374,https://openalex.org/W2754857374,China,497,neutral,0.95
Science,China must lead on emissions trading,"About 25% of global greenhouse gas emissions come from sources in China, more than the United States (14%) and the European Union (10%) combined ([ 1 ][1]). Given China's impact on the climate and the Trump Administration's retreat on international action, we should not only welcome positive signs of China's leadership on climate (“China can lead on climate change,” C. Wang and F. Wang, Letters, 25 August, p. [764][2]) but acknowledge that the world is depending it. We must also demand that China's climate actions be sufficiently quick, genuinely effective, open to scrutiny, and free from diplomatic brinkmanship.

Recent declines in energy-related carbon emissions and coal consumption, as well as leadership in manufacturing and deployment of renewable energy technologies, are positive signs, but China's path forward is largely dependent on the effectiveness of its proposed national emissions trading scheme. If effective, this scheme should systematically facilitate China's transition to a low-carbon economy and go a long way toward limiting global climate change. Lessons from other countries, such as those involved in the European Union Emissions Trading Scheme, have shown that emissions trading schemes only work if carbon accounts are accurate, emissions reduction targets are sufficiently ambitious, and the number of free permits allowed is minimized. Furthermore, the supply of offsets cannot distort emissions reduction objectives, and liable entities must be aware of and able to implement their abatement options ([ 2 ][3]–[ 4 ][4]). A trading scheme's effectiveness is ultimately determined by its design architecture and transition trajectory (i.e., the pathway and rate by which an economy transitions from carbon-intensive to low carbon). The seven pilot trading schemes in China over the past few years gave away too many free permits to be truly effective in the short term ([ 5 ][5]). China's national emission trading scheme must strike the elusive balance between a prudently-timed implementation and the need to hastily achieve real emissions reductions. If this can be done, then China most certainly deserves recognition as the world's leading nation on climate action.

1. [↵][6]1. T. Boden, 2. G. Marland, 3. R. J. Andres
 , “National CO2 emissions from fossil-fuel burning, cement manufacture, and gas flaring: 1751–2014” (Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, U.S. Department of Energy, 2017).
 

2. [↵][7]1. C. De Perthius, 2. R. Trotignon
 , Energy Pol. 75, 100 (2014).
 [OpenUrl][8]

3. 1. R. G. et al
 ., Science 343, 1316 (2014).
 [OpenUrl][9][Abstract/FREE Full Text][10]

4. [↵][11]1. R. Schmalensee, 2. R. Stavins
 , Rev. Environ. Econ. Pol. 11, 59 (2017).
 [OpenUrl][12]

5. [↵][13]1. L. Xiong et al
 ., Appl. Energy 185, 1849 (2017).
 [OpenUrl][14]

 [1]: #ref-1
 [2]: pending:yes
 [3]: #ref-2
 [4]: #ref-4
 [5]: #ref-5
 [6]: #xref-ref-1-1 View reference 1 in text
 [7]: #xref-ref-2-1 View reference 2 in text
 [8]: {openurl}?query=rft.jtitle%253DEnergy%2BPol.%26rft.volume%253D75%26rft.spage%253D100%26rft.genre%253Darticle%26rft_val_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Ajournal%26ctx_ver%253DZ39.88-2004%26url_ver%253DZ39.88-2004%26url_ctx_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Actx
 [9]: {openurl}?query=rft.jtitle%253DScience%26rft.stitle%253DScience%26rft.aulast%253DNewell%26rft.auinit1%253DR.%2BG.%26rft.volume%253D343%26rft.issue%253D6177%26rft.spage%253D1316%26rft.epage%253D1317%26rft.atitle%253DCarbon%2BMarket%2BLessons%2Band%2BGlobal%2BPolicy%2BOutlook%26rft_id%253Dinfo%253Adoi%252F10.1126%252Fscience.1246907%26rft_id%253Dinfo%253Apmid%252F24653022%26rft.genre%253Darticle%26rft_val_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Ajournal%26ctx_ver%253DZ39.88-2004%26url_ver%253DZ39.88-2004%26url_ctx_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Actx
 [10]: /lookup/ijlink/YTozOntzOjQ6InBhdGgiO3M6MTQ6Ii9sb29rdXAvaWpsaW5rIjtzOjU6InF1ZXJ5IjthOjQ6e3M6ODoibGlua1R5cGUiO3M6NDoiQUJTVCI7czoxMToiam91cm5hbENvZGUiO3M6Mzoic2NpIjtzOjU6InJlc2lkIjtzOjEzOiIzNDMvNjE3Ny8xMzE2IjtzOjQ6ImF0b20iO3M6MjM6Ii9zY2kvMzU3LzYzNTYvMTEwNi5hdG9tIjt9czo4OiJmcmFnbWVudCI7czowOiIiO30=
 [11]: #xref-ref-4-1 View reference 4 in text
 [12]: {openurl}?query=rft.jtitle%253DRev.%2BEnviron.%2BEcon.%2BPol.%26rft.volume%253D11%26rft.spage%253D59%26rft.genre%253Darticle%26rft_val_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Ajournal%26ctx_ver%253DZ39.88-2004%26url_ver%253DZ39.88-2004%26url_ctx_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Actx
 [13]: #xref-ref-5-1 View reference 5 in text
 [14]: {openurl}?query=rft.jtitle%253DAppl.%2BEnergy%26rft.volume%253D185%26rft.spage%253D1849%26rft.genre%253Darticle%26rft_val_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Ajournal%26ctx_ver%253DZ39.88-2004%26url_ver%253DZ39.88-2004%26url_ctx_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Actx",https://doi.org/10.1126/science.aap7960,Paul Dargusch,2017-09-14,2017,article,14,https://openalex.org/W2754870992,https://openalex.org/W2754870992,China,498,positive,0.9
Science,China’s atomic clock passes space test,,https://doi.org/10.1126/science.aaq0124,Edwin Cartlidge,2017-09-20,2017,article,0,https://openalex.org/W2758527510,https://openalex.org/W2758527510,China,499,positive,0.9
Science,Watch how the U.S. and China are working together to get weapons-grade uranium out of Ghana,,https://doi.org/10.1126/science.aaq1111,Andrew Wagner,2017-10-02,2017,article,0,https://openalex.org/W2763220259,https://openalex.org/W2763220259,China,500,positive,0.85
Science,China sprints ahead in CRISPR therapy race,Human trials are using the genome-editing technique to treat cancers and other conditions.,https://doi.org/10.1126/science.358.6359.20,Dennis Normile,2017-10-05,2017,article,23,https://openalex.org/W2763452304,https://openalex.org/W2763452304,China,501,positive,0.9
Science,Analysis of China’s one-child policy sparks uproar,,https://doi.org/10.1126/science.aar2516,Mara Hvistendahl,2017-10-18,2017,article,3,https://openalex.org/W4248241301,https://openalex.org/W4248241301,China,502,negative,0.9
Science,Germany and China take the lead,"The foundation of the 2015 Paris climate agreement was to a large extent based on cooperation between the United States and China on clean energy and emissions reductions. With the United States now planning to withdraw from the agreement, who will replace them? Ahead of the United Nations climate conference in Bonn that begins next week, the spotlight is on Germany to fill the vacancy. Indeed, there is a strong common ground upon which Germany and China can collaborate to show the world a positive picture of a low-carbon transition. If they work together on renewable energy, a sustainable transport system, and effective policies, these two nations could change the course of the global low-carbon pathway.",https://doi.org/10.1126/science.aar2525,Brigitte Knopf; Kejun Jiang,2017-11-02,2017,article,11,https://openalex.org/W2766816842,https://openalex.org/W2766816842,China,503,neutral,0.9
Science,Medical centers spearhead China's pharma push,Nation hopes reforms will yield more and better drugs,https://doi.org/10.1126/science.358.6364.709,Dennis Normile,2017-11-09,2017,article,1,https://openalex.org/W2767765793,https://openalex.org/W2767765793,China,504,neutral,0.6
Science,China's new era of ecological civilization,"The extensive growth of China's economy has caused serious environmental problems in the recent decades. Instead of setting a specific target for the economic growth in his report to the 19th National Congress of the Communist Party of China, President Xi Jinping proposed an ambitious blueprint of",https://doi.org/10.1126/science.aar3760,Liangang Xiao; Rongqin Zhao,2017-11-23,2017,article,98,https://openalex.org/W2770854452,https://openalex.org/W2770854452,China,505,neutral,0.8
Science,China’s dark matter space probe detects tantalizing signal,,https://doi.org/10.1126/science.aar6217,Dennis Normile,2017-11-29,2017,article,0,https://openalex.org/W2769790047,https://openalex.org/W2769790047,China,506,positive,0.95
Science,Bridging the divide: Interdisciplinary research into vulnerable populations in China,"“Vulnerable populations” describes a range of disadvantaged groups of a society. China is clearly not alone in grappling with this humanitarian problem. However, its continued social and economic progress faces challenges if this dilemma is not addressed. Domestic and international interdisciplinary research, from such fields as neuroscience, sociology, and psychology, are providing answers to this pressing issue. This special supplement brought to you by the Science /AAAS Custom Publishing Office.",https://doi.org/10.1126/science.358.6370.1628-b,,2017-12-22,2017,article,0,https://openalex.org/W2919742012,https://openalex.org/W2919742012,China,507,positive,0.9
Science,Sponsored Collection | Precision medicine and cancer immunology in China,"In order for precision medicine to be successful, accurate characterization of the patient is necessary. A variety of biomarkers could provide the necessary data, collected through a variety of 'omics techniques. However, identifying and characterizing biomarkers that accurately reflect a physiological state (normal or diseased), or response to a particular drug or therapy, has turned out to be challenging. Add to this the complication that biomarkers may differ between population groups, or indeed between individuals, and that tracking these biomarkers as the patient's status changes can be onerous, and the future of precision medicine could be described as bleak. Yet this pessimistic outlook has not stopped researchers from pushing forward in their search for accurate and robust biomarkers, which they hope will help to predict the risk of disease, ascertain the probability of positive clinical outcomes, and evaluate therapeutic efficacy. In this supplement to Science , these important topics are discussed, with a focus on advances in precision medicine research in China. This special supplement brought to you by the Science /AAAS Custom Publishing Office.",https://doi.org/10.1126/science.359.6375.598-b,,2018-02-01,2018,article,5,https://openalex.org/W4233493919,https://openalex.org/W4233493919,China,508,neutral,0.9
Science,Accelerator boom hones China's engineeringexpertise,Bevy of particle accelerators could pave the way for future collider that would be world's largest.,https://doi.org/10.1126/science.359.6375.507,Dennis Normile,2018-02-01,2018,article,1,https://openalex.org/W2785876636,https://openalex.org/W2785876636,China,509,positive,0.95
Science,China's AI imperative,The country's massive investments in artificial intelligence are disrupting the industry—and strengthening control of the populace.,https://doi.org/10.1126/science.359.6376.628,Christina Larson,2018-02-09,2018,article,28,https://openalex.org/W2786078834,https://openalex.org/W2786078834,China,510,neutral,0.8
Science,China's planned exascale computer threatens Summit'sposition at the top,The nation's first exascale system is expected in 2020.,https://doi.org/10.1126/science.359.6376.618,Robert F. Service,2018-02-09,2018,article,1,https://openalex.org/W4254679340,https://openalex.org/W4254679340,China,511,negative,0.8
Science,Biologist unveils China's first private research university,Venture aims to fill gap in higher education landscape.,https://doi.org/10.1126/science.359.6378.856,Dennis Normile,2018-02-22,2018,article,6,https://openalex.org/W2787903391,https://openalex.org/W2787903391,China,512,positive,0.9
Science,China unveils plans for x-ray satellite to probe most violent corners of the universe,,https://doi.org/10.1126/science.aat5220,Dennis Normile,2018-03-07,2018,article,0,https://openalex.org/W2791434210,https://openalex.org/W2791434210,China,513,neutral,0.9
Science,China hones plans for ambitious x-ray probe,Mission would firm up China's status as a leader in x-ray astronomy.,https://doi.org/10.1126/science.359.6380.1085,Dennis Normile,2018-03-08,2018,article,2,https://openalex.org/W2792168747,https://openalex.org/W2792168747,China,514,positive,0.9
Science,"China’s government shake-up could have big payoffs for public health, environment",,https://doi.org/10.1126/science.aat5755,Dennis Normile,2018-03-13,2018,article,0,https://openalex.org/W2789966867,https://openalex.org/W2789966867,China,515,positive,0.9
Science,China asserts firm grip on research data,,https://doi.org/10.1126/science.aat8311,Dennis Normile,2018-04-09,2018,article,3,https://openalex.org/W2797327303,https://openalex.org/W2797327303,China,516,neutral,0.65
Science,Sponsored Collection | Hangzhou Normal University: Serving China through world-class research and education,"Nestled next to the natural beauty of West Lake, the city of Hangzhou is the most populous and popular destination in Zhejiang Province in Eastern China. It provides the backdrop for one of China’s oldest universities, Hangzhou Normal University. Established in 1908 as the Zhejiang Official Secondary Normal School, the university has grown to become a respected educational institution encompassing two faculties (Education and Medical Science), 18 schools, and a teaching hospital, with over 17,000 undergraduate and 2,700 graduate students. Despite its size and accomplishments over the past 110 years, the university is still growing, developing, and improving. With a focus on both education and research, it is constantly striving to extract the best quality research from its faculty and to produce students eminently qualified to join the workforce as productive and useful members of society. Within this supplement, we have striven to provide a representative sampling of the exceptional research currently being conducted at the university, the range of which is both deep and broad. A common theme is that the authors are attempting to push scientific boundaries while remaining focused on asking questions and finding solutions that will benefit their society and drive progress in China. This special supplement brought to you by the Science /AAAS Custom Publishing Office.",https://doi.org/10.1126/science.360.6387.454-b,,2018-04-26,2018,article,0,https://openalex.org/W4256196942,https://openalex.org/W4256196942,China,517,positive,0.9
Science,China’s moon mission will probe cosmic dark ages,,https://doi.org/10.1126/science.aau2004,Daniel Clery,2018-05-16,2018,article,0,https://openalex.org/W2804309771,https://openalex.org/W2804309771,China,518,positive,0.9
Science,China's moon mission is set to probe cosmic dark ages,Radio quiet environment near the moon will help Dutch-Chinese experiment explore time before the first stars.,https://doi.org/10.1126/science.360.6390.698,Daniel Clery,2018-05-17,2018,article,1,https://openalex.org/W2803646120,https://openalex.org/W2803646120,China,519,neutral,0.85
Science,Here’s how China is challenging the U.S. and European brain initiatives,,https://doi.org/10.1126/science.aau2582,Dennis Normile,2018-05-22,2018,article,1,https://openalex.org/W2804237705,https://openalex.org/W2804237705,China,520,neutral,0.8
Science,The road to wild yak protection in China,"China is home to about 22,000 wild yaks, which account for 90% of the global wild yak population ([ 1 ][1]). The International Union for Conservation of Nature (IUCN) categorizes the wild yak, a cold-tolerant herbivore, as a vulnerable species ([ 2 ][2]), mainly attributable to excessive hunting for",https://doi.org/10.1126/science.aat6749,Ming Chen; Yingzhu Sun; Chunping Yang; Guangming Zeng; Zhongwu Li; Jiachao Zhang,2018-05-24,2018,article,43,https://openalex.org/W2803648577,https://openalex.org/W2803648577,China,521,positive,0.85
Science,China's ambitious brain science project inches forward,Beijing and Shanghai open new research centers ahead of the launch of a 15-year national effort.,https://doi.org/10.1126/science.360.6391.840,Dennis Normile,2018-05-24,2018,article,4,https://openalex.org/W2804618854,https://openalex.org/W2804618854,China,522,positive,0.9
Science,"With generous funding and top-tier jobs, China seeks to lure science talent from abroad",,https://doi.org/10.1126/science.aau3868,Dennis Normile,2018-06-05,2018,article,0,https://openalex.org/W2805705399,https://openalex.org/W2805705399,China,523,positive,0.9
Science,New genus of extinct Holocene gibbon associated with humans in Imperial China,"The noblewoman's ape Human activities are causing extinctions across a wide array of taxa. Yet there has been no evidence of humans directly causing extinction among our relatives, the apes. Turvey et al. describe a species of gibbon found in a 2200- to 2300-year-old tomb ascribed to a Chinese noblewoman. This previously unknown species was likely widespread, may have persisted until the 18th century, and may be the first ape species to have perished as a direct result of human activities. This discovery may also indicate the existence of unrecognized primate diversity across Asia. Science , this issue p. 1346",https://doi.org/10.1126/science.aao4903,Samuel T. Turvey; Kristoffer Bruun; Alejandra Ortiz; James P. Hansford; Songmei Hu; Yan Ding; Tianen Zhang; Helen J. Chatterjee,2018-06-21,2018,article,44,https://openalex.org/W2809074307,https://openalex.org/W2809074307,China,524,neutral,0.95
Science,China's plastic waste import ban,"Environmental Studies
China, the world's top plastic waste importer, implemented a permanent ban on importing nonindustrial plastic waste beginning on 31 December 2017. Brooks et al. examined how this ban may affect countries that had previously exported difficult-to-manage plastic waste to China. Through analyzing 28 years of data on imports and exports from the United Nations Comtrade Database, they found that China has imported 45% of the world's plastic waste since 1992. This means that an estimated 111 million metric tons of plastic waste will have to be redirected by 2030 because of this ban. The analysis further highlights how, for decades, higher-income countries have been exporting plastic waste to lower-income countries that do not have robust waste management infrastructures.

Sci. Adv. 10.1126/sciadv.aat0131 (2018).",https://doi.org/10.1126/science.360.6395.1310-b,Philippa J. Benson,2018-06-21,2018,article,5,https://openalex.org/W2809090432,https://openalex.org/W2809090432,China,525,neutral,0.7
Science,"New China space missions will watch for colliding black holes, solar blasts",,https://doi.org/10.1126/science.aau7501,Dennis Normile,2018-07-11,2018,article,0,https://openalex.org/W2883383860,https://openalex.org/W2883383860,China,526,neutral,0.9
Science,China announces new flotilla of space science missions,"Probes will watch for colliding black holes, image Earth's magnetosphere, and monitor the sun.",https://doi.org/10.1126/science.361.6398.116,Dennis Normile,2018-07-13,2018,article,0,https://openalex.org/W2883159231,https://openalex.org/W2883159231,China,527,neutral,0.95
Science,"Can China, the world’s biggest pork producer, contain a fatal pig virus? Scientists fear the worst",,https://doi.org/10.1126/science.aav1776,Dennis Normile,2018-08-21,2018,article,2,https://openalex.org/W2888289395,https://openalex.org/W2888289395,China,528,negative,0.9
Science,Arrival of deadly pig disease could spell disaster for China,African swine fever threatens the world's largest pig herd.,https://doi.org/10.1126/science.361.6404.741,Dennis Normile,2018-08-23,2018,article,28,https://openalex.org/W2888071481,https://openalex.org/W2888071481,China,529,negative,0.98
Science,"A deadly pig disease raging in China is bound to spread to other Asian countries, experts warn",,https://doi.org/10.1126/science.aav3727,Dennis Normile,2018-09-10,2018,article,0,https://openalex.org/W2889951592,https://openalex.org/W2889951592,China,530,negative,0.98
Science,China narrows U.S. lead in R&D spending,But lagging support for basic research may hinder ambitions to become a science superpower.,https://doi.org/10.1126/science.362.6412.276,Dennis Normile,2018-10-18,2018,article,33,https://openalex.org/W2897597358,https://openalex.org/W2897597358,China,531,positive,0.7
Science,China's fight against soil pollution,"Soil pollution caused by human activities in China threatens agricultural productivity, food safety, and human health ([ 1 ][1], [ 2 ][2]). The Chinese government has taken a series of measures, including the Soil Contamination Prevention and Control Action Plan ([ 2 ][2]), to combat soil pollution ([ 3 ][3]). Recently, the country took another positive step by passing the Law on Soil Pollution Prevention and Control, legislation that was 12 years in the making ([ 4 ][4]).

The new law will help to promote soil conservation in China in several ways ([ 5 ][5]). First, the law clarifies who is responsible for soil pollution and provides a framework for holding those people or entities accountable. Second, targets for soil pollution levels will be put in place, and regular evaluations will determine whether local governments are meeting the targets. Third, China will conduct a nationwide soil condition census at least once every 10 years and will set up several national soil environmental monitoring stations that will share relevant information in real time. Fourth, a list of toxic and hazardous substances will be published. Governments at all levels will use the list to establish management regulations to prevent soil pollution. Finally, China will increase investment in soil pollution control and establish a funding system for soil pollution prevention.

Despite these improvements to soil pollution policies, there is still a long way to go. First, China should strengthen its soil pollution prevention and control by streamlining soil, air, and water pollution efforts through consistent legislation. China should also explicitly state its ecological protection and environmental quality goals, as well as the limits to resource use necessary to meet those goals. In addition, China should set the phased targets of soil pollution prevention to meet the strategic requirements of its ecological civilization construction and rural revitalization. Finally, China's soil pollution has multiple sources, and the type and degree of pollution vary across regions. China must tailor its strategies to account for these differences.

1. [↵][6]1. N. Rodriguez-Eugenio, 2. M. McLaughlin, 3. D. Pennock
 , “Soil pollution: A hidden reality” (Food and Agriculture Organization, 2018).
 

2. [↵][7]1. J. Wang, 2. Q. Hu, 3. X. Wang, 4. X. Li, 5. X. J. Yang
 , Science 354, 562 (2016).
 [OpenUrl][8][FREE Full Text][9]

3. [↵][10]1. R. Chen, 2. A. De Sherbinin, 3. C. Ye, 4. G. Shi
 , Science 344, 691 (2014).
 [OpenUrl][11][FREE Full Text][12]

4. [↵][13]1. Y. Wei
 , “The land defense campaign introduces the Law on Soil Pollution Prevention and Control and sets up funding for soil prevention,” The 21st Century Business Herald (2018); [in Chinese].
 

5. [↵][14]Xinhuanet, “The Law on Soil Pollution Prevention and Control of the P.R. China,” [Xinhua.net][15] (2018); [www.xinhuanet.com/2018-09/01/c_129944871.htm][16] [in Chinese].

 [1]: #ref-1
 [2]: #ref-2
 [3]: #ref-3
 [4]: #ref-4
 [5]: #ref-5
 [6]: #xref-ref-1-1 View reference 1 in text
 [7]: #xref-ref-2-1 View reference 2 in text
 [8]: {openurl}?query=rft.jtitle%253DScience%26rft.stitle%253DScience%26rft.aulast%253DWang%26rft.auinit1%253DJ.%26rft.volume%253D354%26rft.issue%253D6312%26rft.spage%253D562%26rft.epage%253D562%26rft.atitle%253DProtecting%2BChina%2527s%2Bsoil%2Bby%2Blaw%26rft_id%253Dinfo%253Adoi%252F10.1126%252Fscience.aal1847%26rft_id%253Dinfo%253Apmid%252F27811263%26rft.genre%253Darticle%26rft_val_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Ajournal%26ctx_ver%253DZ39.88-2004%26url_ver%253DZ39.88-2004%26url_ctx_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Actx
 [9]: /lookup/ijlink/YTozOntzOjQ6InBhdGgiO3M6MTQ6Ii9sb29rdXAvaWpsaW5rIjtzOjU6InF1ZXJ5IjthOjQ6e3M6ODoibGlua1R5cGUiO3M6NDoiRlVMTCI7czoxMToiam91cm5hbENvZGUiO3M6Mzoic2NpIjtzOjU6InJlc2lkIjtzOjE0OiIzNTQvNjMxMi81NjItYiI7czo0OiJhdG9tIjtzOjIyOiIvc2NpLzM2Mi82NDEyLzI5OC5hdG9tIjt9czo4OiJmcmFnbWVudCI7czowOiIiO30=
 [10]: #xref-ref-3-1 View reference 3 in text
 [11]: {openurl}?query=rft.jtitle%253DScience%26rft.stitle%253DScience%26rft.aulast%253DChen%26rft.auinit1%253DR.%26rft.volume%253D344%26rft.issue%253D6185%26rft.spage%253D691%26rft.epage%253D691%26rft.atitle%253DChina%2527s%2BSoil%2BPollution%253A%2BFarms%2Bon%2Bthe%2BFrontline%26rft_id%253Dinfo%253Adoi%252F10.1126%252Fscience.344.6185.691-a%26rft_id%253Dinfo%253Apmid%252F24833373%26rft.genre%253Darticle%26rft_val_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Ajournal%26ctx_ver%253DZ39.88-2004%26url_ver%253DZ39.88-2004%26url_ctx_fmt%253Dinfo%253Aofi%252Ffmt%253Akev%253Amtx%253Actx
 [12]: /lookup/ijlink/YTozOntzOjQ6InBhdGgiO3M6MTQ6Ii9sb29rdXAvaWpsaW5rIjtzOjU6InF1ZXJ5IjthOjQ6e3M6ODoibGlua1R5cGUiO3M6NDoiRlVMTCI7czoxMToiam91cm5hbENvZGUiO3M6Mzoic2NpIjtzOjU6InJlc2lkIjtzOjE0OiIzNDQvNjE4NS82OTEtYSI7czo0OiJhdG9tIjtzOjIyOiIvc2NpLzM2Mi82NDEyLzI5OC5hdG9tIjt9czo4OiJmcmFnbWVudCI7czowOiIiO30=
 [13]: #xref-ref-4-1 View reference 4 in text
 [14]: #xref-ref-5-1 View reference 5 in text
 [15]: http://Xinhua.net
 [16]: http://www.xinhuanet.com/2018-09/01/c_129944871.htm",https://doi.org/10.1126/science.aav4061,Yang Zhou; Yansui Liu,2018-10-18,2018,article,30,https://openalex.org/W2896725507,https://openalex.org/W2896725507,China,532,positive,0.7
Science,China fosters competition in its race to exascale computing,Three teams are developing prototypes using Chinese chips.,https://doi.org/10.1126/science.362.6413.384,Dennis Normile,2018-10-26,2018,article,0,https://openalex.org/W2898439942,https://openalex.org/W2898439942,China,533,positive,0.85
Science,Improve traffic death statistics in China,,https://doi.org/10.1126/science.aav5117,Helai Huang; Fangrong Chang; David C. Schwebel; Peishan Ning; Peixia Cheng; Guoqing Hu,2018-11-08,2018,article,19,https://openalex.org/W2900142189,https://openalex.org/W2900142189,China,534,positive,0.7
Science,Reform and cooperation in China,"Since it was established as a science funding organization in 1986, the National Natural Science Foundation of China (NSFC) has seen its annual budget grow from CNY 80 million to 28.04 billion in 2018, as China underwent rapid transformation and became a global player in research. Now under the new leadership of President Li Jinghai, the NSFC has engaged in consultations about its future. To promote international dialogue, the NSFC convened representatives from 15 funding agencies around Europe to solicit feedback on proposed reforms. This September meeting in Paris marked a first major step by the NSFC to align its new strategies and policies with those of international partners and demonstrate its commitment to cooperation.",https://doi.org/10.1126/science.aav9737,Manfred Horvat,2018-11-15,2018,article,4,https://openalex.org/W2901878076,https://openalex.org/W2901878076,China,535,neutral,0.9
Science,China unveils design for $5 billion particle smasher,,https://doi.org/10.1126/science.aaw0941,Dennis Normile,2018-11-16,2018,article,0,https://openalex.org/W2901554103,https://openalex.org/W2901554103,China,536,neutral,0.9
Science,China sets out for the far side of the moon,,https://doi.org/10.1126/science.aaw2230,Dennis Normile,2018-11-29,2018,article,0,https://openalex.org/W4252780532,https://openalex.org/W4252780532,China,537,positive,0.9
Science,China sets out for the far side of the moon,Latest mission in ambitious program is a boon for lunar geology and radio astronomy.,https://doi.org/10.1126/science.362.6418.982,Dennis Normile,2018-11-30,2018,article,1,https://openalex.org/W2902165217,https://openalex.org/W2902165217,China,538,neutral,0.9
Science,"For China, a CRISPR first goes too far",Scientists and ethicists call for strengthened oversight in wake of He Jankui's announcement.,https://doi.org/10.1126/science.362.6419.1091,Dennis Normile,2018-12-07,2018,article,7,https://openalex.org/W2902952554,https://openalex.org/W2902952554,China,539,negative,0.9
Science,China's reopened rhino horn trade,"On 29 October, China revoked its 1993 rhino horn trade ban (1) and reopened its domestic rhino horn trade under two conditions: Horns must be sourced sustainably, and the use of the horns must be limited to traditional Chinese medicine (TCM), medical research, the preservation of antique cultural artifacts, and educational materials (2). This policy reversal could have substantial consequences for rhino conservation. State agencies are working to determine regulatory details such as product certification and enforcement infrastructure. African and Asian rhino range states and conservationists should work with Beijing on the implementation of this directive to minimize risks and maximize conservation gains (3).",https://doi.org/10.1126/science.aav9392,Hubert Cheung; Yifu Wang; Duan Biggs,2018-12-20,2018,article,18,https://openalex.org/W2905056530,https://openalex.org/W2905056530,China,540,negative,0.9
Science,Saving China's onager,,https://doi.org/10.1126/science.aaw2940,Yougong Li; Ming Chen; Jilai Gong; Guangming Zeng,2019-02-15,2019,article,0,https://openalex.org/W2914772487,https://openalex.org/W2914772487,China,541,positive,0.9
Science,"China tightens its regulation of some human gene editing, labeling it ‘high-risk’",,https://doi.org/10.1126/science.aax1851,Dennis Normile,2019-02-28,2019,article,2,https://openalex.org/W2918412858,https://openalex.org/W2918412858,China,542,neutral,0.85
Science,China tightens rules on gene editing,Move is response to CRISPR-altered babies.,https://doi.org/10.1126/science.363.6431.1023-b,Dennis Normile,2019-03-08,2019,article,8,https://openalex.org/W2921856040,https://openalex.org/W2921856040,China,543,neutral,0.8
Science,The Qingjiang biota—A Burgess Shale–type fossil Lagerstätte from the early Cambrian of South China,"Burgess Shale-type fossil Lagerstätten provide the best evidence for deciphering the biotic patterns and magnitude of the Cambrian explosion. Here, we report a Lagerstätte from South China, the Qingjiang biota (~518 million years old), which is dominated by soft-bodied taxa from a distal shelf setting. The Qingjiang biota is distinguished by pristine carbonaceous preservation of labile organic features, a very high proportion of new taxa (~53%), and preliminary taxonomic diversity that suggests it could rival the Chengjiang and Burgess Shale biotas. Defining aspects of the Qingjiang biota include a high abundance of cnidarians, including both medusoid and polypoid forms; new taxa resembling extant kinorhynchs; and abundant larval or juvenile forms. This distinctive composition holds promise for providing insights into the evolution of Cambrian ecosystems across environmental gradients.",https://doi.org/10.1126/science.aau8800,Dongjing Fu; Guanghui Tong; Tao Dai; Wei Liu; Yuning Yang; Yuan Zhang; Linhao Cui; Luoyang Li; Hao Yun; Yu Wu; Ao Sun; Cong Liu; Wenrui Pei; Robert R. Gaines; Xingliang Zhang,2019-03-21,2019,article,203,https://openalex.org/W2923733494,https://openalex.org/W2923733494,China,544,neutral,0.9
Science,Rogue ozone-destroying emissions traced to northeastern China,,https://doi.org/10.1126/science.aay1333,Dennis Normile,2019-05-22,2019,article,22,https://openalex.org/W2945564623,https://openalex.org/W2945564623,China,545,negative,0.9
